year,geo,country_name,ceparema,activity,inv_gov,inv_corp_spec,inv_corp_anc,inv_corp_total,inv_total
2014,RO,Romania,CEPA4,"Protection and remediation of soil, groundwater and surface water",161900000,500000,31500000,32000000,193900000
2014,SE,Sweden,CEPA4,"Protection and remediation of soil, groundwater and surface water",0,1500000,,1500000,1500000
2014,SI,Slovenia,CEPA4,"Protection and remediation of soil, groundwater and surface water",9400000,100000,4800000,4900000,14300000
2014,AT,Austria,CEPA5,Noise and vibration abatement (excluding workplace protection),0,2000000,20000000,22000000,22000000
2014,BE,Belgium,CEPA5,Noise and vibration abatement (excluding workplace protection),600000,28400000,18200000,46600000,47200000
2014,BG,Bulgaria,CEPA5,Noise and vibration abatement (excluding workplace protection),0,0,0,0,0
2014,CH,Switzerland,CEPA5,Noise and vibration abatement (excluding workplace protection),17200000,0,,0,17200000
2014,DE,Germany,CEPA5,Noise and vibration abatement (excluding workplace protection),,,94100000,94100000,94100000
2014,EL,Greece,CEPA5,Noise and vibration abatement (excluding workplace protection),0,0,0,0,0
2014,FI,Finland,CEPA5,Noise and vibration abatement (excluding workplace protection),11000000,0,,0,11000000
2014,HR,Croatia,CEPA5,Noise and vibration abatement (excluding workplace protection),0,0,1600000,1600000,1600000
2014,IE,Ireland,CEPA5,Noise and vibration abatement (excluding workplace protection),0,0,0,0,0
2014,LT,Lithuania,CEPA5,Noise and vibration abatement (excluding workplace protection),0,0,2500000,2500000,2500000
2014,LV,Latvia,CEPA5,Noise and vibration abatement (excluding workplace protection),0,,,0,0
2014,MT,Malta,CEPA5,Noise and vibration abatement (excluding workplace protection),0,0,0,0,0
2014,NO,Norway,CEPA5,Noise and vibration abatement (excluding workplace protection),10900000,,4000000,4000000,14900000
2014,PL,Poland,CEPA5,Noise and vibration abatement (excluding workplace protection),121600000,0,11100000,11100000,132700000
2014,PT,Portugal,CEPA5,Noise and vibration abatement (excluding workplace protection),0,100000,,100000,100000
2014,RO,Romania,CEPA5,Noise and vibration abatement (excluding workplace protection),0,0,2200000,2200000,2200000
2014,SE,Sweden,CEPA5,Noise and vibration abatement (excluding workplace protection),0,,,0,0
2014,SI,Slovenia,CEPA5,Noise and vibration abatement (excluding workplace protection),300000,0,31300000,31300000,31600000
2014,AT,Austria,CEPA6,Protection of biodiversity and landscapes,4100000,0,12300000,12300000,16400000
2014,BE,Belgium,CEPA6,Protection of biodiversity and landscapes,67400000,6000000,2000000,8000000,75400000
2014,BG,Bulgaria,CEPA6,Protection of biodiversity and landscapes,1200000,0,1300000,1300000,2500000
2014,CH,Switzerland,CEPA6,Protection of biodiversity and landscapes,37100000,6800000,,6800000,43900000
2014,DE,Germany,CEPA6,Protection of biodiversity and landscapes,129000000,,77300000,77300000,206300000
2014,EL,Greece,CEPA6,Protection of biodiversity and landscapes,1000000,0,0,0,1000000
2014,FI,Finland,CEPA6,Protection of biodiversity and landscapes,12500000,0,,0,12500000
2014,HR,Croatia,CEPA6,Protection of biodiversity and landscapes,1300000,0,700000,700000,2000000
2014,IE,Ireland,CEPA6,Protection of biodiversity and landscapes,12400000,0,2900000,2900000,15300000
2014,LT,Lithuania,CEPA6,Protection of biodiversity and landscapes,16700000,0,0,0,16700000
2014,LV,Latvia,CEPA6,Protection of biodiversity and landscapes,800000,200000,,200000,1000000
2014,MT,Malta,CEPA6,Protection of biodiversity and landscapes,300000,0,0,0,300000
2014,NO,Norway,CEPA6,Protection of biodiversity and landscapes,64500000,,6900000,6900000,71400000
2014,PL,Poland,CEPA6,Protection of biodiversity and landscapes,13100000,0,7000000,7000000,20100000
2014,PT,Portugal,CEPA6,Protection of biodiversity and landscapes,9800000,600000,,600000,10400000
2014,RO,Romania,CEPA6,Protection of biodiversity and landscapes,0,0,3000000,3000000,3000000
2014,SE,Sweden,CEPA6,Protection of biodiversity and landscapes,15400000,,,0,15400000
2014,SI,Slovenia,CEPA6,Protection of biodiversity and landscapes,3400000,0,300000,300000,3700000
2014,AT,Austria,CEPA7,Protection against radiation (excluding external safety),,0,0,0,0
2014,BE,Belgium,CEPA7,Protection against radiation (excluding external safety),0,12600000,0,12600000,12600000
2014,BG,Bulgaria,CEPA7,Protection against radiation (excluding external safety),0,0,0,0,0
2014,CH,Switzerland,CEPA7,Protection against radiation (excluding external safety),,0,,0,0
2014,DE,Germany,CEPA7,Protection against radiation (excluding external safety),,,,0,0
2014,EL,Greece,CEPA7,Protection against radiation (excluding external safety),0,0,0,0,0
2014,FI,Finland,CEPA7,Protection against radiation (excluding external safety),1400000,,,0,1400000
2014,HR,Croatia,CEPA7,Protection against radiation (excluding external safety),0,0,100000,100000,100000
2014,IE,Ireland,CEPA7,Protection against radiation (excluding external safety),0,,0,0,0
2014,LT,Lithuania,CEPA7,Protection against radiation (excluding external safety),72600000,0,0,0,72600000
2014,LV,Latvia,CEPA7,Protection against radiation (excluding external safety),,,,0,0
2014,MT,Malta,CEPA7,Protection against radiation (excluding external safety),0,0,0,0,0
2014,NO,Norway,CEPA7,Protection against radiation (excluding external safety),0,,0,0,0
2014,PL,Poland,CEPA7,Protection against radiation (excluding external safety),0,0,0,0,0
2014,PT,Portugal,CEPA7,Protection against radiation (excluding external safety),0,0,,0,0
2014,RO,Romania,CEPA7,Protection against radiation (excluding external safety),0,0,0,0,0
2014,SE,Sweden,CEPA7,Protection against radiation (excluding external safety),100000,,,0,100000
2014,SI,Slovenia,CEPA7,Protection against radiation (excluding external safety),0,,,0,0
2014,AT,Austria,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,0,62000000,400000,62400000,62400000
2014,BE,Belgium,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,33800000,35000000,59800000,94800000,128600000
2014,BG,Bulgaria,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,13100000,900000,4300000,5200000,18300000
2014,CH,Switzerland,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,43900000,28100000,,28100000,72000000
2014,DE,Germany,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,,,0,0,0
2014,EL,Greece,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,0,0,6700000,6700000,6700000
2014,FI,Finland,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,20400000,0,,0,20400000
2014,HR,Croatia,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,100000,0,700000,700000,800000
2014,IE,Ireland,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,5400000,0,2400000,2400000,7800000
2014,LT,Lithuania,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,81500000,100000,600000,700000,82200000
2014,LV,Latvia,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,11600000,,,0,11600000
2014,MT,Malta,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,1000000,0,0,0,1000000
2014,NO,Norway,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,8600000,,9800000,9800000,18400000
2014,PL,Poland,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,74600000,1400000,93300000,94700000,169300000
2014,PT,Portugal,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,68500000,11100000,,11100000,79600000
2014,RO,Romania,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,1800000,1500000,46700000,48200000,50000000
2014,SE,Sweden,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,43800000,,,0,43800000
2014,SI,Slovenia,CEPA7-9,Protection against radiation; environmental research and development; other environmental protection activities,10500000,0,4600000,4600000,15100000
2014,AT,Austria,CEPA8,Environmental research and development,,10400000,0,10400000,10400000
2014,BE,Belgium,CEPA8,Environmental research and development,1600000,1900000,36200000,38100000,39700000
2014,BG,Bulgaria,CEPA8,Environmental research and development,300000,900000,1700000,2600000,2900000
2014,CH,Switzerland,CEPA8,Environmental research and development,,15600000,,15600000,15600000
2014,DE,Germany,CEPA8,Environmental research and development,241000000,,,0,241000000
2014,EL,Greece,CEPA8,Environmental research and development,0,0,0,0,0
2014,FI,Finland,CEPA8,Environmental research and development,100000,,,0,100000
2014,HR,Croatia,CEPA8,Environmental research and development,0,0,0,0,0
2014,IE,Ireland,CEPA8,Environmental research and development,0,,0,0,0
2014,LT,Lithuania,CEPA8,Environmental research and development,0,0,0,0,0
2014,LV,Latvia,CEPA8,Environmental research and development,,,,0,0
2014,MT,Malta,CEPA8,Environmental research and development,0,0,0,0,0
2014,NO,Norway,CEPA8,Environmental research and development,6200000,,0,0,6200000
2014,PL,Poland,CEPA8,Environmental research and development,0,0,1700000,1700000,1700000
2014,PT,Portugal,CEPA8,Environmental research and development,42300000,10800000,,10800000,53100000
2014,RO,Romania,CEPA8,Environmental research and development,0,0,5400000,5400000,5400000
2014,SE,Sweden,CEPA8,Environmental research and development,9600000,,,0,9600000
2014,SI,Slovenia,CEPA8,Environmental research and development,8900000,0,0,0,8900000
2014,AT,Austria,CEPA9,Other environmental protection activities,,51600000,400000,52000000,52000000
2014,BE,Belgium,CEPA9,Other environmental protection activities,32200000,20500000,23500000,44000000,76200000
2014,BG,Bulgaria,CEPA9,Other environmental protection activities,12800000,0,2600000,2600000,15400000
2014,CH,Switzerland,CEPA9,Other environmental protection activities,,12600000,,12600000,12600000
2014,DE,Germany,CEPA9,Other environmental protection activities,31000000,,,0,31000000
2014,EL,Greece,CEPA9,Other environmental protection activities,0,0,6700000,6700000,6700000
2014,FI,Finland,CEPA9,Other environmental protection activities,19000000,,,0,19000000
2014,HR,Croatia,CEPA9,Other environmental protection activities,100000,0,600000,600000,700000
2014,IE,Ireland,CEPA9,Other environmental protection activities,5400000,,2400000,2400000,7800000
2014,LT,Lithuania,CEPA9,Other environmental protection activities,8900000,0,600000,600000,9500000
2014,LV,Latvia,CEPA9,Other environmental protection activities,,,,0,0
2014,MT,Malta,CEPA9,Other environmental protection activities,1000000,0,0,0,1000000
2014,NO,Norway,CEPA9,Other environmental protection activities,2300000,,9800000,9800000,12100000
2014,PL,Poland,CEPA9,Other environmental protection activities,74600000,1400000,91600000,93000000,167600000
2014,PT,Portugal,CEPA9,Other environmental protection activities,26200000,300000,,300000,26500000
2014,RO,Romania,CEPA9,Other environmental protection activities,1800000,1500000,41300000,42800000,44600000
2014,SE,Sweden,CEPA9,Other environmental protection activities,34200000,,,0,34200000
2014,SI,Slovenia,CEPA9,Other environmental protection activities,1600000,0,4600000,4600000,6200000
2015,AT,Austria,CEPA1,Protection of ambient air and climate,1900000,9300000,102700000,112000000,113900000
2015,BE,Belgium,CEPA1,Protection of ambient air and climate,2700000,14300000,164700000,179000000,181700000
2015,BG,Bulgaria,CEPA1,Protection of ambient air and climate,100000,100000,77600000,77700000,77800000
2015,CH,Switzerland,CEPA1,Protection of ambient air and climate,1700000,8400000,135400000,143800000,145500000
2015,DE,Germany,CEPA1,Protection of ambient air and climate,,,918100000,918100000,918100000
2015,EL,Greece,CEPA1,Protection of ambient air and climate,0,0,6800000,6800000,6800000
2015,FI,Finland,CEPA1,Protection of ambient air and climate,0,0,,0,0
2015,HR,Croatia,CEPA1,Protection of ambient air and climate,600000,200000,28500000,28700000,29300000
2015,IE,Ireland,CEPA1,Protection of ambient air and climate,10700000,0,2200000,2200000,12900000
2015,LT,Lithuania,CEPA1,Protection of ambient air and climate,900000,1000000,57300000,58300000,59200000
2015,LV,Latvia,CEPA1,Protection of ambient air and climate,1300000,3700000,,3700000,5000000
2015,MT,Malta,CEPA1,Protection of ambient air and climate,0,0,0,0,0
2015,NO,Norway,CEPA1,Protection of ambient air and climate,14800000,,60600000,60600000,75400000
2015,PL,Poland,CEPA1,Protection of ambient air and climate,86100000,5600000,926300000,931900000,1018000000
2015,PT,Portugal,CEPA1,Protection of ambient air and climate,0,1800000,41900000,43700000,43700000
2015,RO,Romania,CEPA1,Protection of ambient air and climate,94900000,1900000,462900000,464800000,559700000
2015,SE,Sweden,CEPA1,Protection of ambient air and climate,44500000,,,0,44500000
2015,SI,Slovenia,CEPA1,Protection of ambient air and climate,2700000,100000,68200000,68300000,71000000
2015,HR,Croatia,CEPA112_122,Protection of climate and ozone layer,,,,0,0
2015,IE,Ireland,CEPA112_122,Protection of climate and ozone layer,10700000,,,0,10700000
2015,MT,Malta,CEPA112_122,Protection of climate and ozone layer,0,0,0,0,0
2015,AT,Austria,CEPA2,Wastewater management,8700000,118200000,25600000,143800000,152500000
2015,BE,Belgium,CEPA2,Wastewater management,158700000,60600000,223800000,284400000,443100000
2015,BG,Bulgaria,CEPA2,Wastewater management,505600000,2200000,42700000,44900000,550500000
2015,CH,Switzerland,CEPA2,Wastewater management,528300000,160900000,73600000,234500000,762800000
2015,DE,Germany,CEPA2,Wastewater management,1417000000,4283000000,1181100000,5464100000,6881100000
2015,EL,Greece,CEPA2,Wastewater management,233000000,3700000,4400000,8100000,241100000
2015,FI,Finland,CEPA2,Wastewater management,300000,149000000,,149000000,149300000
2015,HR,Croatia,CEPA2,Wastewater management,19000000,20800000,72400000,93200000,112200000
2015,IE,Ireland,CEPA2,Wastewater management,388800000,1000000,10300000,11300000,400100000
2015,LT,Lithuania,CEPA2,Wastewater management,2700000,17800000,2400000,20200000,22900000
2015,LV,Latvia,CEPA2,Wastewater management,5000000,47500000,,47500000,52500000
2015,MT,Malta,CEPA2,Wastewater management,0,7100000,0,7100000,7100000
2015,NO,Norway,CEPA2,Wastewater management,706200000,16400000,95400000,111800000,818000000
2015,PL,Poland,CEPA2,Wastewater management,706900000,760900000,120300000,881200000,1588100000
2015,PT,Portugal,CEPA2,Wastewater management,144200000,87600000,14700000,102300000,246500000
2015,RO,Romania,CEPA2,Wastewater management,174800000,5000000,263400000,268400000,443200000
2015,SE,Sweden,CEPA2,Wastewater management,344400000,123300000,,123300000,467700000
2015,SI,Slovenia,CEPA2,Wastewater management,202100000,900000,16600000,17500000,219600000
2015,AT,Austria,CEPA3,Waste management,4900000,136700000,11200000,147900000,152800000
2015,BE,Belgium,CEPA3,Waste management,139800000,557800000,22000000,579800000,719600000
2015,BG,Bulgaria,CEPA3,Waste management,221400000,53900000,25600000,79500000,300900000
2015,CH,Switzerland,CEPA3,Waste management,513600000,228800000,68500000,297300000,810900000
2015,DE,Germany,CEPA3,Waste management,555000000,1213000000,232300000,1445300000,2000300000
2015,EL,Greece,CEPA3,Waste management,381000000,54700000,4900000,59600000,440600000
2015,FI,Finland,CEPA3,Waste management,300000,156000000,,156000000,156300000
2015,HR,Croatia,CEPA3,Waste management,47700000,16100000,5200000,21300000,69000000
2015,IE,Ireland,CEPA3,Waste management,22400000,45000000,6900000,51900000,74300000
2015,LT,Lithuania,CEPA3,Waste management,22900000,50200000,1500000,51700000,74600000
2015,LV,Latvia,CEPA3,Waste management,4800000,27900000,,27900000,32700000
2015,MT,Malta,CEPA3,Waste management,59800000,2200000,4100000,6300000,66100000
2015,NO,Norway,CEPA3,Waste management,56900000,298400000,44000000,342400000,399300000
2015,PL,Poland,CEPA3,Waste management,218800000,404600000,110200000,514800000,733600000
2015,PT,Portugal,CEPA3,Waste management,17100000,96500000,7600000,104100000,121200000
2015,RO,Romania,CEPA3,Waste management,404300000,53800000,37000000,90800000,495100000
2015,SE,Sweden,CEPA3,Waste management,398200000,245700000,,245700000,643900000
2015,SI,Slovenia,CEPA3,Waste management,72800000,80700000,21800000,102500000,175300000
2015,AT,Austria,CEPA4,"Protection and remediation of soil, groundwater and surface water",0,80100000,26700000,106800000,106800000
2015,BE,Belgium,CEPA4,"Protection and remediation of soil, groundwater and surface water",39200000,30100000,27200000,57300000,96500000
2015,BG,Bulgaria,CEPA4,"Protection and remediation of soil, groundwater and surface water",3700000,0,600000,600000,4300000
2015,CH,Switzerland,CEPA4,"Protection and remediation of soil, groundwater and surface water",21600000,2200000,,2200000,23800000
2015,DE,Germany,CEPA4,"Protection and remediation of soil, groundwater and surface water",,53000000,43600000,96600000,96600000
2015,EL,Greece,CEPA4,"Protection and remediation of soil, groundwater and surface water",0,900000,0,900000,900000
2015,FI,Finland,CEPA4,"Protection and remediation of soil, groundwater and surface water",500000,2000000,,2000000,2500000
2015,HR,Croatia,CEPA4,"Protection and remediation of soil, groundwater and surface water",23300000,100000,5700000,5800000,29100000
2015,IE,Ireland,CEPA4,"Protection and remediation of soil, groundwater and surface water",3700000,0,1000000,1000000,4700000
2015,LT,Lithuania,CEPA4,"Protection and remediation of soil, groundwater and surface water",0,300000,600000,900000,900000
2015,LV,Latvia,CEPA4,"Protection and remediation of soil, groundwater and surface water",0,300000,,300000,300000
2015,MT,Malta,CEPA4,"Protection and remediation of soil, groundwater and surface water",0,0,0,0,0
2015,NO,Norway,CEPA4,"Protection and remediation of soil, groundwater and surface water",2000000,400000,45500000,45900000,47900000
2015,PL,Poland,CEPA4,"Protection and remediation of soil, groundwater and surface water",8900000,0,7600000,7600000,16500000
2015,PT,Portugal,CEPA4,"Protection and remediation of soil, groundwater and surface water",0,5000000,5900000,10900000,10900000
2015,RO,Romania,CEPA4,"Protection and remediation of soil, groundwater and surface water",13200000,300000,51400000,51700000,64900000
2015,SE,Sweden,CEPA4,"Protection and remediation of soil, groundwater and surface water",100000,3000000,,3000000,3100000
2015,SI,Slovenia,CEPA4,"Protection and remediation of soil, groundwater and surface water",3300000,500000,4200000,4700000,8000000
2015,AT,Austria,CEPA5,Noise and vibration abatement (excluding workplace protection),0,2200000,19500000,21700000,21700000
2015,BE,Belgium,CEPA5,Noise and vibration abatement (excluding workplace protection),800000,32200000,18800000,51000000,51800000
2015,BG,Bulgaria,CEPA5,Noise and vibration abatement (excluding workplace protection),0,0,100000,100000,100000
2015,CH,Switzerland,CEPA5,Noise and vibration abatement (excluding workplace protection),16300000,0,,0,16300000
2015,DE,Germany,CEPA5,Noise and vibration abatement (excluding workplace protection),,,85100000,85100000,85100000
2015,EL,Greece,CEPA5,Noise and vibration abatement (excluding workplace protection),0,0,0,0,0
2015,FI,Finland,CEPA5,Noise and vibration abatement (excluding workplace protection),10600000,0,,0,10600000
2015,HR,Croatia,CEPA5,Noise and vibration abatement (excluding workplace protection),0,0,1600000,1600000,1600000
2015,IE,Ireland,CEPA5,Noise and vibration abatement (excluding workplace protection),0,0,0,0,0
2015,LT,Lithuania,CEPA5,Noise and vibration abatement (excluding workplace protection),0,0,1600000,1600000,1600000
2015,LV,Latvia,CEPA5,Noise and vibration abatement (excluding workplace protection),0,,,0,0
2015,MT,Malta,CEPA5,Noise and vibration abatement (excluding workplace protection),0,0,0,0,0
2015,NO,Norway,CEPA5,Noise and vibration abatement (excluding workplace protection),11500000,,700000,700000,12200000
2015,PL,Poland,CEPA5,Noise and vibration abatement (excluding workplace protection),31700000,0,52000000,52000000,83700000
2015,PT,Portugal,CEPA5,Noise and vibration abatement (excluding workplace protection),0,14600000,1700000,16300000,16300000
2015,RO,Romania,CEPA5,Noise and vibration abatement (excluding workplace protection),100000,0,700000,700000,800000
2015,SE,Sweden,CEPA5,Noise and vibration abatement (excluding workplace protection),0,,,0,0
2015,SI,Slovenia,CEPA5,Noise and vibration abatement (excluding workplace protection),100000,0,15000000,15000000,15100000
2015,AT,Austria,CEPA6,Protection of biodiversity and landscapes,5500000,0,14200000,14200000,19700000
2015,BE,Belgium,CEPA6,Protection of biodiversity and landscapes,53300000,7100000,2300000,9400000,62700000
2015,BG,Bulgaria,CEPA6,Protection of biodiversity and landscapes,300000,0,1700000,1700000,2000000
2015,CH,Switzerland,CEPA6,Protection of biodiversity and landscapes,35200000,10000000,,10000000,45200000
2015,DE,Germany,CEPA6,Protection of biodiversity and landscapes,149000000,,56700000,56700000,205700000
2015,EL,Greece,CEPA6,Protection of biodiversity and landscapes,1000000,0,0,0,1000000
2015,FI,Finland,CEPA6,Protection of biodiversity and landscapes,11100000,0,,0,11100000
2015,HR,Croatia,CEPA6,Protection of biodiversity and landscapes,1100000,0,800000,800000,1900000
2015,IE,Ireland,CEPA6,Protection of biodiversity and landscapes,5300000,0,300000,300000,5600000
2015,LT,Lithuania,CEPA6,Protection of biodiversity and landscapes,6500000,0,200000,200000,6700000
2015,LV,Latvia,CEPA6,Protection of biodiversity and landscapes,400000,100000,,100000,500000
2015,MT,Malta,CEPA6,Protection of biodiversity and landscapes,300000,0,0,0,300000
2015,NO,Norway,CEPA6,Protection of biodiversity and landscapes,63000000,,300000,300000,63300000
2015,PL,Poland,CEPA6,Protection of biodiversity and landscapes,10100000,0,1600000,1600000,11700000
2015,PT,Portugal,CEPA6,Protection of biodiversity and landscapes,20900000,11100000,6600000,17700000,38600000
2015,RO,Romania,CEPA6,Protection of biodiversity and landscapes,0,0,2800000,2800000,2800000
2015,SE,Sweden,CEPA6,Protection of biodiversity and landscapes,19400000,,,0,19400000
2015,SI,Slovenia,CEPA6,Protection of biodiversity and landscapes,2500000,0,2400000,2400000,4900000
2015,AT,Austria,CEPA7,Protection against radiation (excluding external safety),,0,0,0,0
2015,BE,Belgium,CEPA7,Protection against radiation (excluding external safety),0,15400000,0,15400000,15400000
2015,BG,Bulgaria,CEPA7,Protection against radiation (excluding external safety),0,0,0,0,0
2015,CH,Switzerland,CEPA7,Protection against radiation (excluding external safety),,0,,0,0
